Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEB-JUL
 09/20  12 ,25.95,45.66666667,323.7061333,606.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  13 ,26.38333333,43.83333333,342.9212,648.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  14 ,26.8,44.33333333,285.0467667,717.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  15 ,27.28333333,40,281.8607,618.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  16 ,27.8,38.66666667,306.7760333,455.5833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  17 ,27.93333333,39.5,220.51675,432.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  18 ,26.85,43.83333333,92.57,102.7258333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  19 ,25.08333333,55,5.719666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  20 ,23.86666667,60.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  21 ,22.36666667,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  22 ,21.66666667,69.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  23 ,21.66666667,62.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/20  24 ,20.65,70.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  01 ,19.86666667,72.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  02 ,20,71.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  03 ,19.23333333,75.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  04 ,19.11666667,78.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  05 ,18.86666667,77.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  06 ,18.88333333,76.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  07 ,18.23333333,76.83333333,12.42955,15.90866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  08 ,19.61666667,71.83333333,116.3615167,161.8366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  09 ,22.35,59.16666667,165.3048667,380.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  10 ,23.8,51.5,218.7026167,523.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  11 ,24.45,51.83333333,211.54345,723.2666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  12 ,25.25,49.16666667,247.3239833,674.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  13 ,25.78333333,47.33333333,237.6331667,721.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  14 ,27.25,40.66666667,173.4183,851.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  15 ,27.68333333,37.5,149.8325833,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  16 ,28.3,36.66666667,178.2688167,650.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  17 ,28.3,38.33333333,111.58625,775.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  18 ,27.06666667,42.16666667,65.11813333,415.9733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  19 ,25.33333333,49.16666667,7.185166667,0.081666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  20 ,23.56666667,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  21 ,22.56666667,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  22 ,22.16666667,65.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  23 ,22.18333333,67.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/21  24 ,21.71666667,70.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  01 ,21.21666667,72.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  02 ,20.86666667,74.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  03 ,20.75,74.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  04 ,20.03333333,77.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  05 ,20,78.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  06 ,20.06666667,78.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  07 ,19.76666667,79.33333333,10.5116,27.20916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  08 ,21.58333333,69.83333333,46.67248333,453.9416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  09 ,23.35,61.16666667,65.98831667,697.1833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  10 ,25.05,46.66666667,65.52521667,878.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  11 ,24.93333333,51.33333333,97.14161667,903.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  12 ,25.78333333,43.5,119.5620333,908.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  13 ,26.21666667,43.66666667,146.3336833,918.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  14 ,27.35,43.66666667,302.68945,833.5833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  15 ,27.63333333,42.5,397.46955,251.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  16 ,28.01666667,39.33333333,307.7908,380.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  17 ,27.9,39.5,134.4086333,749.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  18 ,27.18333333,41.66666667,84.88493333,148.8323333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  19 ,26.33333333,46.5,4.978116667,1.078333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  20 ,24.05,60.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  21 ,22.96666667,61.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  22 ,22.56666667,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  23 ,23.05,57.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/22  24 ,23.23333333,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  01 ,22.15,54.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  02 ,21.83333333,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  03 ,20.56666667,58.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  04 ,19.35,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  05 ,18.45,64.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  06 ,18.58333333,62.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  07 ,18.23333333,64,10.31238333,0.165333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  08 ,18.71666667,64.5,77.54926667,10.79983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  09 ,22.03333333,53.66666667,166.5672167,464.4016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  10 ,23.65,44.5,148.5200833,705.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  11 ,24.58333333,42.33333333,170.9428833,785.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  12 ,25.46666667,43.5,183.7376667,828.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  13 ,26.11666667,42.5,244.9739333,776.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  14 ,26.88333333,40.16666667,372.6886333,486.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  15 ,27.53333333,38.5,406.7727833,206.5726667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  16 ,27.55,38.66666667,238.2038333,204.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  17 ,27.7,38,191.7833167,579.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  18 ,26.51666667,44,98.47178333,59.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  19 ,24.78333333,49.5,9.531216667,0.7055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  20 ,22.15,53.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  21 ,22.33333333,54.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  22 ,21.95,58.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  23 ,21.58333333,62.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/23  24 ,19.43333333,77.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  01 ,19.61666667,76.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  02 ,19.68333333,75.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  03 ,19.53333333,76.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  04 ,19.08333333,80.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  05 ,18.08333333,76.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  06 ,17.5,76.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  07 ,17.23333333,74.66666667,4.5471695,4.676333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  08 ,18.5,68.33333333,51.41131667,256.8666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  09 ,21.8,57.66666667,176.4303667,409.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  10 ,22.5,53.33333333,248.8655833,282.3633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  11 ,24.15,46.33333333,214.6508,835.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  12 ,24.51666667,50.83333333,258.8664833,724.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  13 ,24.4,50,400.9662333,526.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  14 ,26.68333333,42.33333333,361.1619833,616.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  15 ,27.21666667,41.33333333,271.44485,703.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  16 ,27.13333333,41,222.8088667,656.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  17 ,26.91666667,39.5,184.52945,493.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  18 ,26.28333333,40.66666667,105.7204833,143.7318333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  19 ,24.76666667,50.16666667,4.97985,0.256833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  20 ,22.85,62.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  21 ,22.71666667,60.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  22 ,23.11666667,57.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  23 ,21.46666667,68.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/24  24 ,20.05,77.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  01 ,19.71666667,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  02 ,19.71666667,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  03 ,19.16666667,83.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  04 ,18.85,83.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  05 ,18.9,83.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  06 ,19.03333333,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  07 ,19.31666667,82.83333333,8.339766667,3.462166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  08 ,20.4,78.66666667,91.69823333,251.1716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  09 ,21.4,74.5,183.5208167,408.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  10 ,22.81666667,69.33333333,275.8289167,608.8166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  11 ,23.9,62,200.2555667,739.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  12 ,24.75,49.66666667,162.56265,828.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  13 ,25.86666667,49.5,163.18355,866.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  14 ,25.98333333,50.66666667,271.3808833,826.2333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  15 ,26.03333333,48.33333333,169.2378167,74.41983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  16 ,24,60.5,122.20555,0.526833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  17 ,23.9,58,231.2559667,42.76166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  18 ,25.26666667,55.5,87.99518333,87.02483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  19 ,24.15,64.66666667,3.351666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  20 ,23.48333333,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  21 ,22.3,69.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  22 ,22.45,62.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  23 ,22.53333333,58.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/25  24 ,21.23333333,64.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  01 ,20.83333333,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  02 ,20.46666667,60.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  03 ,19.76666667,59.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  04 ,19.75,58.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  05 ,19.43333333,59.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  06 ,17.83333333,66.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  07 ,17.3,70,4.553516667,84.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  08 ,19.6,60.83333333,21.63788333,590.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  09 ,21.53333333,55.83333333,45.50281667,787.1166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  10 ,23.06666667,53,71.29515,870.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  11 ,24.1,47.33333333,73.63316667,913.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  12 ,24.28333333,50.5,104.0242667,910.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  13 ,25.86666667,41.5,121.0709833,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  14 ,26.58333333,39.33333333,154.1431667,862.4833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  15 ,27.3,37.83333333,254.8688667,673.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  16 ,26.78333333,42.5,297.2340833,214.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  17 ,26.38333333,43.33333333,215.89825,236.7806667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  18 ,25.48333333,48.66666667,90.37473333,123.4488333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  19 ,24.26666667,55.83333333,10.40481667,0.0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  20 ,23.16666667,62.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  21 ,22.73333333,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  22 ,21.46666667,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  23 ,19.96666667,64.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/26  24 ,19.78333333,66.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  01 ,18.75,73.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  02 ,19.03333333,70.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  03 ,18.91666667,66.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  04 ,18.25,69.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  05 ,17.35,73.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  06 ,16.96666667,71.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  07 ,16.73333333,70.16666667,6.05845,87.92716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  08 ,19.75,59.33333333,26.13151667,598.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  09 ,21.86666667,53.83333333,44.47363333,788.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  10 ,22.65,51.5,68.03301667,874.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  11 ,23.73333333,49.16666667,74.14871667,913.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  12 ,25.16666667,40,81.1084,938.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  13 ,26.28333333,35.83333333,106.0865,933.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  14 ,27.15,34,120.8650833,912.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  15 ,27.51666667,34.33333333,150.9938333,854.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  16 ,27.5,35.66666667,186.64855,742.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  17 ,27.06666667,38.66666667,162.5480833,600.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  18 ,26.11666667,42.33333333,86.14551667,190.9046667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  19 ,23.38333333,52.33333333,3.686666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  20 ,20.91666667,58.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  21 ,21.5,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  22 ,21.53333333,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  23 ,21.43333333,59.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/27  24 ,21.4,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  01 ,20.75,54.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  02 ,19.06666667,60.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  03 ,17.71666667,66.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  04 ,17.56666667,65.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  05 ,17.43333333,64.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  06 ,17.4,64.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  07 ,17.18333333,65.83333333,6.6898,46.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  08 ,19.63333333,58.66666667,35.99298333,520.9833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  09 ,22.03333333,50.33333333,71.70945,727.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  10 ,22.28333333,52.33333333,110.1028,770.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  11 ,23.51666667,45.33333333,100.5775,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  12 ,24.63333333,40.16666667,120.0391,890.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  13 ,25.43333333,39.33333333,168.2856833,835.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  14 ,26.45,38.16666667,212.7997333,805.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  15 ,26.91666667,38.33333333,252.0011833,647.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  16 ,27.4,38,343.0575667,363.9416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  17 ,27.36666667,37.5,245.5024167,138.0248333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  18 ,26.46666667,41.66666667,68.36133333,1.406833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  19 ,25.88333333,41,2.770183333,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  20 ,25.33333333,44.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  21 ,25.28333333,40.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  22 ,24.46666667,37.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  23 ,23.78333333,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/28  24 ,23.38333333,37.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  01 ,22.33333333,42.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  02 ,19.88333333,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  03 ,19.16666667,58.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  04 ,19.2,57.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  05 ,19.65,56.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  06 ,18.68333333,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  07 ,17.81666667,63.5,9.998316667,25.28683333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  08 ,20.05,55.83333333,67.9251,421.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  09 ,22.7,45,90.9444,577.9666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  10 ,23.36666667,43.83333333,105.5842667,813.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  11 ,23.85,42.66666667,140.0454,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  12 ,25.33333333,37.33333333,186.6263,797.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  13 ,26.1,36.5,214.8943833,754.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  14 ,26.66666667,34.66666667,248.3154833,769.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  15 ,27.25,33.5,300.17205,606.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  16 ,27.25,34.83333333,285.5980833,408.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  17 ,27.78333333,34.5,200.09615,322.7466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  18 ,25.95,42.16666667,79.93841667,26.72316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  19 ,24.96666667,47.83333333,1.887166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  20 ,24.43333333,52.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  21 ,24.25,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  22 ,21.68333333,64.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  23 ,21.33333333,62.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/29  24 ,21.05,63.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  01 ,20.88333333,62.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  02 ,20.9,60.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  03 ,20.53333333,61.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  04 ,20.53333333,55.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  05 ,19.85,58.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  06 ,18.33333333,63.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  07 ,17.46666667,65.16666667,7.308533333,39.1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  08 ,19.41666667,58,44.51548333,463.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  09 ,20.96666667,52.83333333,87.34415,673.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  10 ,21.93333333,52,126.7764333,758.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  11 ,23.18333333,44.83333333,113.3316167,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  12 ,24.55,42.33333333,113.9399,909.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 09/30  13 ,25.23333333,40,120.7635667,927.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
