Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEB-JUL
 04/18  22 ,27.08333333,24.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/18  23 ,26.3,26.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/18  24 ,25.71666667,27.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  01 ,25.01666667,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  02 ,23.66666667,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  03 ,22.66666667,30.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  04 ,22.35,31.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  05 ,21.31666667,28.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  06 ,20.35,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  07 ,20.45,33.66666667,14.04865,47.62533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  08 ,22.76666667,27,71.40201667,375.7833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  09 ,24.81666667,32,112.8134,611.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  10 ,25.75,33.16666667,146.1077333,722.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  11 ,27.33333333,30.16666667,174.8707833,776.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  12 ,28.8,24.16666667,198.2222667,805.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  13 ,30.13333333,19.66666667,230.3062333,783.7166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  14 ,31.03333333,16.16666667,251.1318,758.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  15 ,32.53333333,14.5,250.6061,714.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  16 ,33.33333333,13.66666667,236.5256167,628.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  17 ,33.56666667,13,201.15165,470.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  18 ,33.5,12.33333333,119.9916167,221.5116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  19 ,32.61666667,12.5,25.77913333,0.035333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  20 ,30.08333333,13.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  21 ,28.3,16.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  22 ,26.86666667,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  23 ,25.3,23.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/19  24 ,24.41666667,25.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  01 ,23.58333333,27.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  02 ,22.53333333,30.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  03 ,21.5,32.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  04 ,20.51666667,35.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  05 ,19.8,38.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  06 ,19.33333333,39.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  07 ,19.08333333,40.66666667,22.18248333,35.98483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  08 ,19.9,37.5,98.82338333,234.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  09 ,21.26666667,33,136.1798,586.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  10 ,22.55,30,157.3867667,730.2666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  11 ,24.28333333,27,173.6490167,799.9833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  12 ,26.21666667,23.83333333,199.61705,823.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  13 ,27.6,19.66666667,201.1721,853.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  14 ,29.1,16.66666667,200.3193,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  15 ,30.46666667,12.66666667,212.4797,810.0166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  16 ,31.03333333,10.33333333,213.1024,727.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  17 ,32.05,9.333333333,192.7342667,583.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  18 ,31.68333333,10.33333333,129.1515,370.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  19 ,31.03333333,11.16666667,34.26921667,74.17566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  20 ,29.03333333,13.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  21 ,27,15.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  22 ,26.26666667,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  23 ,25.38333333,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/20  24 ,24.65,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  01 ,24.75,22.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  02 ,23.78333333,24.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  03 ,22.65,25.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  04 ,21.46666667,29.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  05 ,20.58333333,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  06 ,20.16666667,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  07 ,20,39,15.86145,62.38216667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  08 ,22.5,34.16666667,72.35698333,413.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  09 ,24.76666667,30.33333333,120.2815833,609.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  10 ,25.5,30.33333333,143.0212333,736.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  11 ,26.53333333,28,180.3097667,778.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  12 ,27.71666667,26.16666667,243.0003333,749.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  13 ,28.86666667,24.66666667,270.1349,730.4166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  14 ,30.18333333,22.66666667,282.1474667,705.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  15 ,31.51666667,20.5,279.6671,664.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  16 ,32.26666667,19.16666667,262.2373167,591.7333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  17 ,32.7,18.16666667,220.5362833,455.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  18 ,31.98333333,18.66666667,91.82326667,7.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  19 ,31.61666667,19.83333333,26.9826,11.1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  20 ,31.15,19.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  21 ,30.36666667,19.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  22 ,29.18333333,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  23 ,28.05,27.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/21  24 ,26.5,31.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  01 ,25.93333333,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  02 ,25.26666667,33.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  03 ,24.31666667,35.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  04 ,23.2,40.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  05 ,22.11666667,40.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  06 ,21.46666667,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  07 ,21.03333333,43.66666667,18.65328333,31.68466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  08 ,22.83333333,39.66666667,110.8487333,165.9716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  09 ,25.3,34.83333333,163.2096833,455.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  10 ,26.38333333,32.83333333,214.7305667,579.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  11 ,27.8,30.83333333,259.0236833,633.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  12 ,29.1,27.83333333,281.9731833,677.0333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  13 ,30.35,24.83333333,300.8478833,685.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  14 ,32.1,20.5,314.0733667,678.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  15 ,32.73333333,18.66666667,352.7918,593.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  16 ,33.11666667,16.83333333,344.8147833,434.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  17 ,33.15,17.33333333,235.7377333,334.9666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  18 ,32.65,17.83333333,106.2601667,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  19 ,32.21666667,19.33333333,18.31666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  20 ,31.8,19.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  21 ,27.68333333,30.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  22 ,22.2,53.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  23 ,20,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/22  24 ,19.85,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  01 ,19.51666667,71.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  02 ,19.2,74.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  03 ,18.76666667,77.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  04 ,18.81666667,77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  05 ,18.85,74.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  06 ,18.95,69.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  07 ,19.63333333,62.33333333,16.37188333,1.486833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  08 ,20.56666667,55.5,104.0721667,104.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  09 ,21.95,54.66666667,214.32055,405.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  10 ,22.71666667,56.83333333,283.4461167,457.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  11 ,24.15,48.33333333,364.70925,393.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  12 ,26.35,34.66666667,393.5695333,507.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  13 ,27.78333333,30.16666667,436.9304167,481.8666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  14 ,29.15,27.33333333,461.3230167,370.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  15 ,30.08333333,24.5,445.25245,329.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  16 ,29.85,24.16666667,274.9639333,12.33083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  17 ,30.93333333,19.83333333,292.6552167,184.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  18 ,30.78333333,18.83333333,156.4110333,189.0033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  19 ,29.85,21.5,21.35893333,0.4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  20 ,28.75,26.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  21 ,26.75,37.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  22 ,18.3,79.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  23 ,18.81666667,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/23  24 ,18.65,77.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  01 ,18.15,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  02 ,17.81666667,83.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  03 ,17.86666667,84.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  04 ,18.25,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  05 ,18.38333333,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  06 ,18.25,82.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  07 ,18.46666667,82.83333333,40.77051667,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  08 ,18.45,83.66666667,142.25515,0.351666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  09 ,19.58333333,77.5,381.9512167,0.887166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  10 ,21.56666667,66.83333333,653.4649167,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  11 ,23.31666667,57.66666667,838.8102333,0.1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  12 ,25.01666667,44.5,529.8343333,459.8186667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  13 ,27.2,33.33333333,258.6907833,796.0666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  14 ,27.91666667,30.16666667,380.98065,413.4718333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  15 ,27.3,31.16666667,152.9292167,0.138166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  16 ,27.38333333,31,108.4988833,0.263666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  17 ,28.08333333,32,304.7957,103.7258333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  18 ,27.56666667,35.16666667,128.3439333,5.471166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  19 ,27.03333333,37.66666667,27.43646667,0.808166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  20 ,26.33333333,42.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  21 ,25.41666667,47.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  22 ,25.13333333,42.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  23 ,23.98333333,43.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/24  24 ,18.43333333,75.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  01 ,18.4,77.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  02 ,19.03333333,76.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  03 ,18.76666667,76.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  04 ,18.43333333,75.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  05 ,18.06666667,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  06 ,18.03333333,71.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  07 ,18.16666667,70.16666667,25.47716667,0.223166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  08 ,19.68333333,64.83333333,183.7293333,0.925666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  09 ,23.16666667,50.16666667,409.2575167,1.099833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  10 ,23.53333333,49.33333333,642.7644,0.516166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  11 ,25.28333333,43.16666667,631.6178333,224.3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  12 ,26.83333333,37.16666667,274.0574333,706.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  13 ,27.61666667,34.33333333,295.1347333,712.1333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  14 ,28.61666667,30.83333333,793.2962667,118.4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  15 ,29.36666667,28.16666667,513.2801667,0.280666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  16 ,28.66666667,29.5,323.7526833,51.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  17 ,27.71666667,34.83333333,169.0855167,6.286333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  18 ,28.06666667,32.5,99.4621,2.352833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  19 ,28.1,32.66666667,54.99571667,131.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  20 ,25.86666667,42.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  21 ,24.33333333,48.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  22 ,23.96666667,43.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  23 ,23.43333333,45.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/25  24 ,22.86666667,49.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  01 ,22.8,50.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  02 ,22.46666667,49.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  03 ,22.08333333,51.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  04 ,21.03333333,56.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  05 ,20.23333333,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  06 ,19.78333333,61.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  07 ,20.08333333,61.16666667,16.17878333,0.262666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  08 ,21.63333333,56.5,120.47065,122.8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  09 ,24.5,43.16666667,164.3123,446.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  10 ,25.83333333,40,215.3285333,577.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  11 ,26.26666667,40.33333333,245.0044167,668.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  12 ,27.61666667,35,278.55125,697.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  13 ,29.45,30,310.5503833,689.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  14 ,30.13333333,27.5,449.0951,355.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  15 ,30.85,25.83333333,359.1246667,537.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  16 ,31.7,24,395.2184,471.4666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  17 ,29.6,28.5,210.3712833,103.3733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  18 ,27.26666667,33.5,212.6168333,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  19 ,27.76666667,31.5,65.53218333,61.07183333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  20 ,27.21666667,34.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  21 ,25.21666667,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  22 ,24.6,45.66666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  23 ,25.56666667,40.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/26  24 ,24.56666667,42.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  01 ,23.06666667,48.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  02 ,22.58333333,49.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  03 ,22.13333333,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  04 ,21.75,53.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  05 ,20.88333333,57.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  06 ,19.91666667,60.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  07 ,19.51666667,61.66666667,18.31138333,41.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  08 ,21.66666667,53.33333333,89.52123333,294.2666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  09 ,23.76666667,44.16666667,148.03295,490.3666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  10 ,24.8,42.83333333,194.4320667,620.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  11 ,25.95,41,223.7126833,704.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  12 ,27.1,35.5,255.3743833,722.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  13 ,28.63333333,30.83333333,318.7096,684.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  14 ,29.66666667,26.66666667,423.2437667,614.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  15 ,30.91666667,21.33333333,421.1746333,561.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  16 ,31.06666667,23.16666667,363.6206167,532.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  17 ,30.53333333,22.33333333,254.3098333,331.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  18 ,30.23333333,21.83333333,176.6079333,324.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  19 ,29.1,23.5,55.15713333,58.26383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  20 ,28.11666667,25.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  21 ,27.86666667,28.83333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  22 ,25.78333333,36.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  23 ,22.83333333,53.33333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/27  24 ,21.33333333,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  01 ,21.66666667,59.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  02 ,21.45,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  03 ,21.11666667,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  04 ,20.35,67.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  05 ,19.48333333,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  06 ,19.5,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  07 ,19.86666667,59.83333333,15.99281667,0.886333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  08 ,21.23333333,56.16666667,133.7988667,107.2678333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  09 ,24.2,43.83333333,215.1735833,319.4166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  10 ,25,40.83333333,222.4746167,584.0833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  11 ,26.13333333,37.16666667,277.4266667,643.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  12 ,26.98333333,33.16666667,301.1376333,687.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  13 ,27.9,31.16666667,301.03215,717.6333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  14 ,29.61666667,27.16666667,283.7390667,710.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  15 ,29.96666667,25.83333333,252.1618,742.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  16 ,30.61666667,23.66666667,241.9305,633.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  17 ,30.2,25.66666667,130.9746667,154.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  18 ,30.08333333,26.33333333,73.58985,0.008833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  19 ,29.53333333,27.66666667,25.68091667,0.536166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  20 ,28.75,31.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  21 ,27.68333333,34.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  22 ,27.68333333,33.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 04/28  23 ,26.43333333,36.16666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
